NU_INSCRICAO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q025
1,90E+11;3557006;Votorantim;35;SP;18;F;1;1;1;3552205;Sorocaba;35;SP;2;0;2;1;0;35016354;3552205;Sorocaba;35;SP;2;1;1;1;1;1;1;5027;6243;605;6427;0;1;160;160;140;160;120;740;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;2;2;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;4249;5146;5299;4181;1;1;160;140;140;120;80;640;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;32;M;1;3;1;3548708;São Bernardo do Campo;35;SP;1;13;1;1;0;;;;;;;;;1;1;1;1;412;3596;4654;4068;0;1;120;120;120;80;120;560;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3547809;Santo André;35;SP;2;0;2;1;0;35008936;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4272;5911;5693;5339;0;1;120;120;100;80;80;500;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;3;1;3548708;São Bernardo do Campo;35;SP;1;1;1;1;0;;;;;;;;;1;1;1;1;4348;5907;5643;582;0;1;120;120;120;60;40;460;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;22;M;0;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;1;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35907182;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4303;4654;4957;463;1;1;140;120;100;100;20;480;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35009261;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;5154;5334;5643;6627;0;1;120;120;120;140;120;620;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;20;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;2;1;;0;;;;;;;;;1;1;1;1;612;6212;5836;7267;0;1;120;120;100;140;100;580;B
1,90E+11;3557006;Votorantim;35;SP;18;M;1;1;1;3557006;Votorantim;35;SP;1;1;1;1;0;;;;;;;;;1;1;1;1;4907;5135;4518;4636;0;1;120;120;100;120;0;460;B
1,90E+11;3557006;Votorantim;35;SP;18;M;1;1;1;3552205;Sorocaba;35;SP;2;0;2;1;0;35924143;3557006;Votorantim;35;SP;2;1;1;1;1;1;1;5539;5207;5271;6346;0;1;80;120;120;100;120;540;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;1;0;;;;;;;;;1;1;1;1;3857;3891;514;4131;1;1;100;100;100;120;100;520;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;36;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;13;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3557006;Votorantim;35;SP;22;F;2;1;1;3543501;Riversul;35;SP;1;5;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3304557;Rio de Janeiro;33;RJ;2;0;2;1;0;;;;;;;;;1;1;1;1;4916;5348;5261;4048;1;1;120;120;120;140;100;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35009283;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;612;510;5197;6995;0;1;160;160;160;160;160;800;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;4;1;3548708;São Bernardo do Campo;35;SP;2;0;3;1;0;35119611;3548708;São Bernardo do Campo;35;SP;4;1;1;1;1;1;1;6496;6786;6334;6773;0;1;160;200;160;200;180;900;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35009261;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;5821;6092;5883;6387;1;1;120;180;140;160;180;780;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;5161;5886;5656;6472;0;1;120;120;100;120;140;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;3;1;3513801;Diadema;35;SP;2;0;2;1;0;35009210;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;5146;5873;5243;4394;0;1;100;120;120;120;120;580;B
1,90E+11;3557006;Votorantim;35;SP;36;F;1;3;1;3552205;Sorocaba;35;SP;1;13;1;1;0;;;;;;;;;1;1;1;1;5409;5798;5918;5069;1;1;160;120;160;120;80;640;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3550308;São Paulo;35;SP;3;0;1;;1;;;;;;;;;0;1;1;0;;5611;5754;;0;1;140;140;120;140;140;680;B
1,90E+11;3557006;Votorantim;35;SP;17;F;1;1;1;3557006;Votorantim;35;SP;2;0;2;1;0;35016809;3557006;Votorantim;35;SP;2;1;1;1;1;1;1;5668;5517;6108;6126;0;1;120;140;120;120;200;700;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;21;F;1;3;1;3548708;São Bernardo do Campo;35;SP;1;4;1;1;0;;;;;;;;;1;1;1;1;5177;487;5477;376;1;1;120;120;100;120;100;560;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;32;F;0;0;1;3548708;São Bernardo do Campo;35;SP;1;13;1;;0;;;;;;;;;1;1;1;1;3877;4737;4361;3743;1;6;0;0;0;0;0;0;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3547809;Santo André;35;SP;2;0;3;1;0;35481014;3548708;São Bernardo do Campo;35;SP;4;1;1;1;1;1;1;5375;622;5325;6433;0;1;160;160;160;140;140;760;B
1,90E+11;3557006;Votorantim;35;SP;21;M;2;1;1;3552205;Sorocaba;35;SP;1;1;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;F;1;1;1;3550308;São Paulo;35;SP;1;2;1;;0;;;;;;;;;1;1;1;1;5286;461;5015;4202;1;1;160;120;120;120;180;700;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;4777;5218;5415;4005;0;1;120;160;100;140;20;540;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;F;1;1;1;2914604;Irecê;29;BA;1;2;1;1;0;;;;;;;;;1;1;1;1;4773;5685;581;477;0;1;140;120;100;120;140;620;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;5541;6091;6056;7247;0;1;160;140;160;160;160;780;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;33;F;2;3;1;3550308;São Paulo;35;SP;1;13;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3550308;São Paulo;35;SP;2;0;2;1;0;35008936;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4816;5436;5917;6569;0;1;140;120;140;140;120;660;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3550308;São Paulo;35;SP;2;0;3;1;0;35481014;3548708;São Bernardo do Campo;35;SP;4;1;1;1;1;1;1;5864;5775;5881;7028;0;1;160;120;160;160;140;740;B
1,90E+11;3504107;Atibaia;35;SP;17;M;1;3;1;3550308;São Paulo;35;SP;2;0;3;1;0;;;;;;;;;1;1;1;1;5732;6036;5597;7666;0;1;140;160;140;160;180;780;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;20;M;1;3;1;3548708;São Bernardo do Campo;35;SP;1;3;1;1;0;;;;;;;;;1;1;1;1;4731;552;563;5863;1;1;120;140;120;120;80;580;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;27;F;1;1;1;3548500;Santos;35;SP;1;9;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;M;1;3;1;3548708;São Bernardo do Campo;35;SP;1;2;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;22;F;1;2;1;3548708;São Bernardo do Campo;35;SP;1;5;1;;0;;;;;;;;;1;1;1;1;3723;5295;4983;3988;0;1;120;40;40;100;0;300;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35904958;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4959;5774;5781;6875;0;1;120;120;100;120;120;580;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;40;M;3;1;1;3548708;São Bernardo do Campo;35;SP;1;13;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;F;1;3;1;3548708;São Bernardo do Campo;35;SP;1;2;1;1;0;;;;;;;;;1;1;1;1;6343;6227;5851;6107;0;1;160;120;140;180;160;760;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3547809;Santo André;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;3594;4856;3714;3949;0;1;120;120;120;100;80;540;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35038519;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;5283;5731;5783;435;1;1;140;160;120;120;100;640;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;3547809;Santo André;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;5283;5557;5525;6917;1;1;160;200;160;160;160;840;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;3;1;0;;;;;;;;;1;1;1;1;5513;5916;5905;4887;0;1;140;100;120;120;80;560;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;33;F;1;4;1;3548708;São Bernardo do Campo;35;SP;1;13;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3550308;São Paulo;35;SP;2;0;2;1;0;35009106;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;5234;6004;6005;6665;0;1;120;120;120;120;0;480;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;29;M;1;3;1;2706703;Penedo;27;AL;1;8;1;1;0;;;;;;;;;1;1;1;1;3488;4389;4872;552;1;1;120;120;120;120;80;560;A
1,90E+11;3557006;Votorantim;35;SP;19;F;1;1;1;3557006;Votorantim;35;SP;1;2;1;1;0;;;;;;;;;1;1;1;1;4248;4737;5335;4742;1;1;120;120;100;100;120;560;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;3547809;Santo André;35;SP;1;1;1;1;0;;;;;;;;;1;1;1;1;5006;6025;5915;5504;0;1;160;180;160;140;200;840;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35009325;3548708;São Bernardo do Campo;35;SP;2;1;1;0;1;1;0;;4518;5153;;1;1;120;80;60;100;0;360;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;3;1;3513801;Diadema;35;SP;2;0;2;1;0;35008825;3548708;São Bernardo do Campo;35;SP;2;1;1;0;1;1;0;;4315;4821;;0;1;140;120;100;120;0;480;B
1,90E+11;3504107;Atibaia;35;SP;18;F;1;1;1;3550308;São Paulo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;6395;6054;5255;6213;0;1;160;200;200;200;200;960;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;3;1;3550308;São Paulo;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;4021;4849;4877;4887;0;1;140;120;100;160;80;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;4;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35009210;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4121;3928;4903;438;0;1;120;120;120;100;100;560;B
