NU_INSCRICAO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q025
1,90E+11;3557006;Votorantim;35;SP;27;F;1;1;1;3552205;Sorocaba;35;SP;1;10;1;;0;;;;;;;;;1;1;1;1;5742;6097;6204;6373;0;1;120;120;120;120;80;560;B
1,90E+11;3557006;Votorantim;35;SP;24;F;3;1;1;3552205;Sorocaba;35;SP;1;7;1;1;0;;;;;;;;;1;1;1;1;4994;5304;5575;640;1;1;120;120;120;120;80;560;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;0;0;1;3547809;Santo André;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;5865;5846;5372;5722;0;1;120;120;140;120;140;640;B
1,90E+11;3504107;Atibaia;35;SP;18;F;1;1;1;3504107;Atibaia;35;SP;2;0;2;1;0;35018053;3504107;Atibaia;35;SP;2;1;1;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;M;1;3;1;3548708;São Bernardo do Campo;35;SP;1;2;1;;0;;;;;;;;;1;1;1;1;4223;5074;4602;4277;1;1;120;60;60;100;0;340;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;4;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;4489;4926;5497;6277;1;1;160;120;140;120;60;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;3547809;Santo André;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;6317;6508;6076;6764;0;1;140;120;140;120;200;720;B
1,90E+11;3556958;Vitória Brasil;35;SP;19;F;1;1;1;3556958;Vitória Brasil;35;SP;1;2;1;1;0;;;;;;;;;1;1;1;1;5108;4977;5376;578;0;1;160;120;140;160;120;700;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;2;1;;0;;;;;;;;;1;1;1;1;5711;4927;5487;480;0;1;120;140;140;120;0;520;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;3;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;39;M;2;2;1;3548708;São Bernardo do Campo;35;SP;1;13;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3504107;Atibaia;35;SP;18;M;1;3;1;3504107;Atibaia;35;SP;2;0;2;1;0;35018053;3504107;Atibaia;35;SP;2;1;1;0;1;1;0;;4445;3677;;1;1;120;120;80;80;80;480;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;16;F;1;1;1;3548708;São Bernardo do Campo;35;SP;3;0;1;;1;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3557006;Votorantim;35;SP;17;F;1;3;1;3552205;Sorocaba;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;4981;5787;5737;5447;0;1;160;200;180;180;140;860;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;15;F;1;1;1;3550308;São Paulo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;6026;5645;5985;6571;0;1;180;120;140;180;120;740;B
1,90E+11;3557006;Votorantim;35;SP;17;M;1;1;1;3552205;Sorocaba;35;SP;2;0;2;1;0;35004039;3557006;Votorantim;35;SP;2;1;1;1;1;1;1;5068;4969;5682;6666;0;1;160;120;120;160;100;660;B
1,90E+11;3557006;Votorantim;35;SP;17;M;1;1;1;3552205;Sorocaba;35;SP;2;0;3;1;0;;;;;;;;;1;1;1;1;7108;6852;6271;8561;0;1;160;200;180;180;160;880;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35008771;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4813;5451;5014;5301;1;1;140;120;120;120;140;640;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;25;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;6;1;1;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35902020;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;3727;5794;5651;4443;0;1;120;140;160;140;120;680;B
1,90E+11;3557006;Votorantim;35;SP;16;F;1;1;1;3550605;São Roque;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;5041;5488;5553;6609;0;1;120;120;120;160;120;640;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;27;M;1;3;1;3548708;São Bernardo do Campo;35;SP;1;0;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3547809;Santo André;35;SP;2;0;2;1;0;35109022;3548708;São Bernardo do Campo;35;SP;4;1;1;1;1;1;1;5806;5683;5746;6442;0;1;120;120;120;120;100;580;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35910764;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4185;3884;4957;493;0;1;120;120;120;120;20;500;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;3;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;5855;5759;5862;6954;1;1;140;120;120;120;160;660;B
1,90E+11;3504107;Atibaia;35;SP;31;M;2;3;1;3518800;Guarulhos;35;SP;1;13;1;;0;;;;;;;;;0;2;2;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;3;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;6083;605;6195;6477;0;1;120;120;140;120;140;640;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;28;F;1;3;1;1302603;Manaus;13;AM;1;8;1;;0;;;;;;;;;1;1;1;1;5134;5036;5356;5248;1;1;120;120;120;120;40;520;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;20;F;1;3;1;3548708;São Bernardo do Campo;35;SP;1;3;1;;0;;;;;;;;;1;1;1;1;6029;6164;5823;7085;1;1;120;140;160;140;120;680;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;2;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;3643;4678;5072;4084;0;1;120;40;40;100;20;320;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;3;1;2208007;Picos;22;PI;1;1;1;;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;A
1,90E+11;3504107;Atibaia;35;SP;34;F;2;1;1;3504107;Atibaia;35;SP;1;13;1;;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35908745;3548708;São Bernardo do Campo;35;SP;2;1;1;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;4502;5253;5406;5368;0;1;160;160;120;140;140;720;B
1,90E+11;3557006;Votorantim;35;SP;18;F;1;1;1;3552205;Sorocaba;35;SP;1;1;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;20;M;1;1;1;3550308;São Paulo;35;SP;1;3;1;;0;;;;;;;;;1;1;1;1;4761;5548;5607;6173;1;1;140;120;140;140;140;680;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3529401;Mauá;35;SP;2;0;2;1;0;35924428;3548708;São Bernardo do Campo;35;SP;2;1;1;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;3;1;2300309;Acopiara;23;CE;2;0;2;1;0;;;;;;;;;1;1;1;1;4989;4917;478;4079;0;1;80;120;100;80;40;420;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;3;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3547809;Santo André;35;SP;2;0;3;1;0;;;;;;;;;1;1;1;1;5025;5484;5728;4219;0;1;160;140;120;140;120;680;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;2;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3548807;São Caetano do Sul;35;SP;2;0;3;1;0;35430432;3548807;São Caetano do Sul;35;SP;4;1;1;1;1;1;1;5094;4809;3886;5952;0;1;80;120;100;100;80;480;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;5249;5688;5795;5367;0;1;140;200;140;140;100;720;B
1,90E+11;3504107;Atibaia;35;SP;19;F;1;1;1;3504107;Atibaia;35;SP;1;2;1;;0;;;;;;;;;1;1;1;1;5769;5644;5787;5905;0;1;160;160;180;180;160;840;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;37;M;2;1;1;3548807;São Caetano do Sul;35;SP;1;13;1;;0;;;;;;;;;1;1;1;1;520;6379;5659;4768;1;1;120;120;140;140;180;700;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;6037;6231;6174;741;0;1;160;200;160;140;160;820;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;16;F;1;0;1;3548708;São Bernardo do Campo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;3671;4903;5344;5793;1;1;140;120;120;100;60;540;B
1,90E+11;3556958;Vitória Brasil;35;SP;17;M;1;1;1;3556958;Vitória Brasil;35;SP;2;0;2;1;0;35027169;3556958;Vitória Brasil;35;SP;2;1;1;0;1;1;0;;3386;4182;;1;1;100;100;80;100;80;460;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;3;1;3550308;São Paulo;35;SP;2;0;2;1;0;35904971;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4052;484;4702;5389;0;1;120;100;120;100;100;540;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;27;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;6;1;;0;;;;;;;;;1;1;1;1;570;6278;6177;6127;0;1;120;180;120;140;120;680;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35041270;3548708;São Bernardo do Campo;35;SP;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;24;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;5;1;;0;;;;;;;;;1;1;1;1;3927;5642;5329;3825;0;1;100;140;100;100;20;460;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;16;F;1;3;2;;;;;3;0;1;;1;;;;;;;;;1;1;1;1;4074;389;4368;4095;1;1;60;80;60;60;0;260;B
1,90E+11;3504107;Atibaia;35;SP;18;M;1;3;1;3504107;Atibaia;35;SP;2;0;3;1;0;35137224;3504107;Atibaia;35;SP;4;1;1;1;1;1;1;5389;589;5807;5597;0;1;100;120;100;120;60;500;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;2208007;Picos;22;PI;1;1;1;;0;;;;;;;;;1;1;1;1;6608;6359;562;7406;1;1;160;200;200;180;180;920;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;471;5815;5747;6487;0;1;160;180;140;140;120;740;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35915750;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4803;588;5533;6859;0;1;120;120;140;140;140;660;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;25;F;1;3;1;3547809;Santo André;35;SP;1;7;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;21;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;4;1;1;0;;;;;;;;;1;1;1;1;579;5114;5263;6029;0;1;100;120;120;80;120;540;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;21;M;1;3;1;3548708;São Bernardo do Campo;35;SP;1;3;1;;0;;;;;;;;;0;1;1;0;;5955;5688;;1;1;140;120;120;120;160;660;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;25;F;1;2;1;2904852;Cabaceiras do Paraguaçu;29;BA;1;6;1;;0;;;;;;;;;1;1;1;1;4553;4804;5392;4339;0;1;100;120;100;80;20;420;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;21;M;1;4;2;;;;;1;4;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;23;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;6;1;;0;;;;;;;;;1;1;1;1;6463;6094;594;8006;0;1;160;120;120;140;120;660;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;3;1;3547809;Santo André;35;SP;2;0;2;1;0;35009124;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;5516;5488;5193;5024;0;1;120;120;120;120;120;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3513801;Diadema;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;5208;5968;5926;5826;0;1;120;120;140;120;140;640;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35009261;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;412;4383;4699;5293;1;1;100;120;140;140;100;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;16;M;1;1;1;3548708;São Bernardo do Campo;35;SP;3;0;1;;1;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;16;F;1;1;1;3548708;São Bernardo do Campo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;4924;5594;5425;4781;0;1;160;120;160;120;180;740;B
1,90E+11;3557006;Votorantim;35;SP;18;F;1;1;1;3557006;Votorantim;35;SP;2;0;2;1;0;35908320;3557006;Votorantim;35;SP;2;1;1;1;1;1;1;452;410;5414;4839;0;1;100;120;100;80;0;400;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;0;1;1;3548708;São Bernardo do Campo;35;SP;2;0;3;1;0;35809883;3548708;São Bernardo do Campo;35;SP;4;1;1;1;1;1;1;4211;3655;5037;4307;1;1;120;120;120;100;120;580;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;20;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;3;1;1;0;;;;;;;;;1;1;1;1;5114;5411;5521;6491;0;1;120;120;140;120;120;620;B
1,90E+11;3504107;Atibaia;35;SP;39;F;1;1;1;3504107;Atibaia;35;SP;1;13;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;20;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;3;1;;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;4;1;3547809;Santo André;35;SP;2;0;2;1;0;35049669;3548807;São Caetano do Sul;35;SP;2;1;1;1;1;1;1;5881;5618;5771;7683;0;1;120;120;120;160;160;680;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3550308;São Paulo;35;SP;2;0;3;1;0;;;;;;;;;1;1;1;1;3877;4574;547;5084;0;1;120;100;80;120;120;540;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35009106;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;5052;6028;5859;5304;0;1;160;160;140;120;120;700;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;3547809;Santo André;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;6001;5963;6134;6157;1;1;180;120;200;200;160;860;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;29;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;0;1;;0;;;;;;;;;1;1;1;1;6661;5636;548;7728;0;1;100;120;100;80;80;480;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;4082;4857;5573;4693;0;1;100;100;120;100;120;540;B
1,90E+11;3504107;Atibaia;35;SP;22;M;1;1;1;3504107;Atibaia;35;SP;1;0;1;;0;;;;;;;;;1;1;1;1;4393;4735;4974;5035;1;1;100;120;100;100;140;560;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;20;F;1;3;1;3548708;São Bernardo do Campo;35;SP;1;3;1;;0;;;;;;;;;1;1;1;1;4004;4846;4381;3606;0;1;80;100;80;100;0;360;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;1;0;;;;;;;;;1;1;1;1;5779;5017;5655;533;0;1;120;120;120;140;140;640;B
1,90E+11;3504107;Atibaia;35;SP;16;F;1;3;1;3504107;Atibaia;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;4665;550;5458;4468;0;1;100;120;120;120;140;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35923904;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4988;5247;5479;5668;0;1;120;100;100;120;40;480;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;26;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;7;1;;0;;;;;;;;;1;1;1;1;3946;4857;5468;5426;0;1;140;120;120;120;60;560;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3550308;São Paulo;35;SP;2;0;3;1;0;35142612;3548708;São Bernardo do Campo;35;SP;4;1;1;1;1;1;1;6534;6773;5913;7132;0;1;160;160;160;120;140;740;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;22;M;1;1;1;3547809;Santo André;35;SP;1;4;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;21;F;0;1;1;3548708;São Bernardo do Campo;35;SP;4;0;1;;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35917515;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;5134;5813;6104;7159;0;1;160;180;140;120;120;720;B
1,90E+11;3557006;Votorantim;35;SP;17;F;1;1;1;3557006;Votorantim;35;SP;2;0;2;1;0;35039809;3557006;Votorantim;35;SP;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;22;F;1;3;1;2211001;Teresina;22;PI;1;5;1;;0;;;;;;;;;1;1;1;1;4413;5564;3949;4656;0;1;160;120;140;120;80;620;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;3;1;0;35141811;3548708;São Bernardo do Campo;35;SP;4;1;1;1;1;1;1;5222;5644;543;6057;0;1;160;120;120;120;140;660;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35915750;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;3921;458;5304;5755;0;1;120;120;120;100;100;560;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35046012;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;5857;5815;5829;7191;0;1;140;120;120;160;140;680;B
1,90E+11;3557006;Votorantim;35;SP;18;M;1;1;1;3557006;Votorantim;35;SP;2;0;3;1;0;;;;;;;;;1;1;1;1;621;6456;5726;6962;0;1;140;160;140;160;140;740;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;20;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;3;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;3;1;0;35134168;3547809;Santo André;35;SP;4;1;1;1;1;1;1;6154;6439;6173;728;0;1;180;160;160;160;140;800;B
1,90E+11;3557006;Votorantim;35;SP;19;F;1;2;1;3557006;Votorantim;35;SP;1;2;1;;0;;;;;;;;;1;1;1;1;5413;5668;562;4778;0;1;160;180;120;120;100;680;B
1,90E+11;3557006;Votorantim;35;SP;17;F;1;3;1;3557006;Votorantim;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;4806;508;5003;4708;0;1;100;160;160;140;140;700;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3550308;São Paulo;35;SP;2;0;3;1;0;;;;;;;;;1;1;1;1;5536;4506;5339;4436;0;1;120;120;120;120;60;540;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;26;F;1;3;1;2804508;Nossa Senhora da Glória;28;SE;1;6;1;;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;33;M;2;1;1;3548708;São Bernardo do Campo;35;SP;1;0;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3557006;Votorantim;35;SP;17;F;1;1;1;3557006;Votorantim;35;SP;2;0;2;1;0;35016202;3552205;Sorocaba;35;SP;2;1;1;1;1;1;1;5371;5418;6189;6206;0;1;140;120;140;120;120;640;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;2;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;5875;477;5491;480;1;1;120;120;100;120;140;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35108959;3548708;São Bernardo do Campo;35;SP;4;1;1;1;1;1;1;5784;6296;5747;562;0;1;120;120;120;120;100;580;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;23;F;1;3;1;3548708;São Bernardo do Campo;35;SP;1;6;1;1;0;;;;;;;;;1;1;1;1;4319;4898;472;4558;1;1;100;120;100;80;60;460;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;3;1;3550308;São Paulo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;4305;5553;5131;415;0;1;120;140;120;120;80;580;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;2;1;;0;;;;;;;;;1;1;1;1;5961;6277;5893;7026;0;1;160;180;140;140;160;780;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35904958;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4852;5731;5736;5294;0;1;120;120;120;100;180;640;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;26;F;2;1;1;4317103;Sant'Ana do Livramento;43;RS;1;9;1;;0;;;;;;;;;1;1;1;1;5688;5863;6104;6871;1;1;120;180;120;140;160;720;B
1,90E+11;3557006;Votorantim;35;SP;56;F;4;3;1;2913507;Iguaí;29;BA;1;13;1;1;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;2;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35038519;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4574;5445;5016;4568;0;1;120;100;80;100;0;400;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;2;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35910764;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;5125;5817;5209;4352;0;1;140;120;100;100;100;560;B
1,90E+11;3504107;Atibaia;35;SP;17;M;1;1;1;3504107;Atibaia;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;6109;5653;5407;6766;1;1;140;120;160;160;160;740;B
1,90E+11;3504107;Atibaia;35;SP;51;F;2;1;1;3130606;Inconfidentes;31;MG;1;13;1;;0;;;;;;;;;1;1;1;1;5078;4757;4325;4021;0;1;100;120;100;80;80;480;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3550308;São Paulo;35;SP;2;0;3;1;0;35108923;3548708;São Bernardo do Campo;35;SP;4;1;1;1;1;1;1;614;6512;5855;7082;0;1;160;180;160;180;160;840;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;26;F;2;3;1;2300200;Acaraú;23;CE;1;8;1;;0;;;;;;;;;0;1;1;0;;435;4103;;1;1;120;120;120;100;100;560;A
1,90E+11;3557006;Votorantim;35;SP;18;M;1;1;1;3557006;Votorantim;35;SP;2;0;2;1;0;35016809;3557006;Votorantim;35;SP;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
