São Bernardo do Campo;19;M;560.0
São Bernardo do Campo;32;F;0.0
São Bernardo do Campo;20;F;920.0
São Bernardo do Campo;19;M;820.0
São Bernardo do Campo;20;F;0.0
São Bernardo do Campo;18;M;640.0
São Bernardo do Campo;41;F;0.0
São Bernardo do Campo;17;F;560.0
São Bernardo do Campo;33;F;600.0
São Bernardo do Campo;17;F;660.0
São Bernardo do Campo;27;F;0.0
São Bernardo do Campo;24;M;0.0
São Bernardo do Campo;17;F;500.0
São Bernardo do Campo;27;M;580.0
São Bernardo do Campo;17;F;320.0
São Bernardo do Campo;18;F;640.0
São Bernardo do Campo;31;F;0.0
São Bernardo do Campo;23;M;460.0
São Bernardo do Campo;18;F;860.0
São Bernardo do Campo;22;F;780.0
São Bernardo do Campo;17;M;720.0
São Bernardo do Campo;17;F;680.0
São Bernardo do Campo;24;F;0.0
São Bernardo do Campo;17;M;660.0
São Bernardo do Campo;17;F;740.0
São Bernardo do Campo;19;F;800.0
São Bernardo do Campo;29;F;540.0
São Bernardo do Campo;35;M;0.0
São Bernardo do Campo;19;F;780.0
São Bernardo do Campo;22;F;580.0
São Bernardo do Campo;18;F;960.0
São Bernardo do Campo;18;F;760.0
São Bernardo do Campo;24;M;520.0
São Bernardo do Campo;18;F;640.0
São Bernardo do Campo;17;F;760.0
São Bernardo do Campo;33;M;0.0
São Bernardo do Campo;31;F;580.0
São Bernardo do Campo;17;M;780.0
São Bernardo do Campo;23;M;620.0
São Bernardo do Campo;17;F;660.0
São Bernardo do Campo;18;F;580.0
São Bernardo do Campo;19;M;580.0
São Bernardo do Campo;17;F;420.0
São Bernardo do Campo;17;F;680.0
São Bernardo do Campo;33;F;920.0
São Bernardo do Campo;18;M;600.0
São Bernardo do Campo;19;F;580.0
São Bernardo do Campo;19;M;680.0
São Bernardo do Campo;21;F;740.0
São Bernardo do Campo;17;M;640.0
São Bernardo do Campo;26;M;0.0
São Bernardo do Campo;21;M;600.0
São Bernardo do Campo;17;M;540.0
São Bernardo do Campo;50;M;820.0
São Bernardo do Campo;18;F;0.0
São Bernardo do Campo;17;M;520.0
São Bernardo do Campo;17;F;480.0
São Bernardo do Campo;20;M;740.0
São Bernardo do Campo;19;M;520.0
São Bernardo do Campo;23;M;680.0
São Bernardo do Campo;17;M;520.0
São Bernardo do Campo;22;F;480.0
São Bernardo do Campo;17;M;560.0
São Bernardo do Campo;19;M;0.0
São Bernardo do Campo;23;F;600.0
São Bernardo do Campo;17;M;840.0
São Bernardo do Campo;22;M;640.0
São Bernardo do Campo;24;M;560.0
São Bernardo do Campo;18;F;580.0
São Bernardo do Campo;24;F;520.0
São Bernardo do Campo;19;M;760.0
São Bernardo do Campo;21;F;0.0
São Bernardo do Campo;17;F;580.0
São Bernardo do Campo;17;F;780.0
São Bernardo do Campo;17;M;520.0
São Bernardo do Campo;18;F;0.0
São Bernardo do Campo;22;F;0.0
São Bernardo do Campo;17;F;0.0
São Bernardo do Campo;17;F;560.0
São Bernardo do Campo;18;M;360.0
São Bernardo do Campo;17;F;300.0
São Bernardo do Campo;20;M;0.0
São Bernardo do Campo;25;F;580.0
São Bernardo do Campo;24;M;0.0
São Bernardo do Campo;19;M;460.0
São Bernardo do Campo;23;M;0.0
São Bernardo do Campo;32;M;0.0
São Bernardo do Campo;19;M;520.0
São Bernardo do Campo;24;F;580.0
São Bernardo do Campo;21;F;0.0
São Bernardo do Campo;16;F;600.0
São Bernardo do Campo;18;F;940.0
São Bernardo do Campo;17;F;0.0
São Bernardo do Campo;48;F;540.0
São Bernardo do Campo;18;F;640.0
São Bernardo do Campo;17;M;640.0
São Bernardo do Campo;17;F;560.0
São Bernardo do Campo;17;F;560.0
São Bernardo do Campo;21;M;860.0
São Bernardo do Campo;18;F;0.0
São Bernardo do Campo;24;M;0.0
São Bernardo do Campo;17;M;720.0
São Bernardo do Campo;29;M;0.0
São Bernardo do Campo;20;F;300.0
São Bernardo do Campo;17;F;520.0
São Bernardo do Campo;17;F;560.0
São Bernardo do Campo;17;M;0.0
São Bernardo do Campo;18;M;600.0
São Bernardo do Campo;17;F;740.0
São Bernardo do Campo;21;F;0.0
São Bernardo do Campo;21;F;580.0
São Bernardo do Campo;19;M;0.0
São Bernardo do Campo;21;F;400.0
São Bernardo do Campo;24;M;460.0
São Bernardo do Campo;18;M;840.0
São Bernardo do Campo;19;F;400.0
São Bernardo do Campo;23;F;440.0
São Bernardo do Campo;45;M;740.0
São Bernardo do Campo;21;M;0.0
São Bernardo do Campo;17;F;240.0
São Bernardo do Campo;23;F;660.0
São Bernardo do Campo;20;M;0.0
São Bernardo do Campo;23;F;420.0
São Bernardo do Campo;18;M;760.0
São Bernardo do Campo;17;M;600.0
São Bernardo do Campo;16;M;560.0
São Bernardo do Campo;18;F;780.0
São Bernardo do Campo;20;F;0.0
São Bernardo do Campo;19;F;600.0
São Bernardo do Campo;17;F;380.0
São Bernardo do Campo;18;F;680.0
São Bernardo do Campo;19;F;0.0
São Bernardo do Campo;18;F;660.0
São Bernardo do Campo;18;F;580.0
São Bernardo do Campo;23;F;0.0
São Bernardo do Campo;35;M;0.0
São Bernardo do Campo;17;M;720.0
São Bernardo do Campo;29;F;0.0
São Bernardo do Campo;17;F;600.0
São Bernardo do Campo;17;F;680.0
São Bernardo do Campo;18;F;840.0
São Bernardo do Campo;17;F;0.0
São Bernardo do Campo;18;F;600.0
São Bernardo do Campo;18;F;960.0
São Bernardo do Campo;17;F;560.0
São Bernardo do Campo;17;F;480.0
São Bernardo do Campo;17;F;520.0
São Bernardo do Campo;18;F;800.0
São Bernardo do Campo;26;F;0.0
São Bernardo do Campo;18;F;560.0
São Bernardo do Campo;17;F;820.0
São Bernardo do Campo;21;M;680.0
São Bernardo do Campo;17;M;500.0
São Bernardo do Campo;17;F;580.0
São Bernardo do Campo;17;M;480.0
São Bernardo do Campo;23;F;0.0
São Bernardo do Campo;18;M;800.0
São Bernardo do Campo;17;F;360.0
São Bernardo do Campo;21;F;680.0
São Bernardo do Campo;17;F;460.0
